rel_name,test_len,auroc,auprc,ap,f1
0,43064,0.5564587066959731,0.5907480191012955,0.5367836878687464,0.5362229736653346
10,2002,0.6576550944782533,0.7063760395782578,0.6293836286366399,0.6319444444444444
100,461,0.4468361581920904,0.48858909675476164,0.4506870914342451,0.5698113207547171
102,1108,0.4291376501431645,0.5463985735557259,0.456995272811616,0.2951251646903821
103,309,0.5322357382550335,0.5838611644243901,0.5076712666072799,0.6201117318435754
106,947,0.6690323041100534,0.7068013445130484,0.6386994694526351,0.6415552855407047
107,556,0.6267274755561387,0.7274108525327362,0.6430280596624962,0.6857142857142857
108,1164,0.6182918727393519,0.6904768394200944,0.5930553280725421,0.6366001734605378
109,262,0.4982502187226597,0.5391016190319677,0.5159423403239038,0.21476510067114093
12,119,0.2843053173241852,0.47144092347590505,0.50616737007226,0.0
124,598,0.499994396629012,0.5914142861181986,0.5008096773089901,0.4253393665158371
13,117,0.6779859484777517,0.7315561906357576,0.6045204874092546,0.7832167832167831
135,350,0.28557667189132707,0.3911527700977042,0.37673373071346195,0.0
139,404,0.38825836499571026,0.45933965405223565,0.4307095707721906,0.0
151,185,0.49240121580547114,0.5682942169286688,0.5324386740481661,0.5863874345549738
152,433,0.43628016228913086,0.5258803152770637,0.46890812175269947,0.0
154,1826,0.534057590241187,0.5334481597446457,0.5141619154331482,0.5422222222222222
16,201,0.5287623762376237,0.6740399970893888,0.5343132034810048,0.5347593582887701
163,1829,0.47347856775413033,0.5166461158695026,0.48740648909882367,0.18996415770609318
164,414,0.4264884853023778,0.45404887129185173,0.41955465177185935,0.5905511811023623
191,163,0.4893761301989151,0.47998916278614023,0.46806271536470084,0.619047619047619
196,263,0.5869779011917159,0.657864532610606,0.5441205794558088,0.6177606177606177
2,772,0.45288904142776387,0.5440018690172763,0.5015122285910403,0.2804428044280443
20,8380,0.5078073614559888,0.6327446043249554,0.5208166388245015,0.45498682202802054
21,2141,0.47190980349036293,0.5642725688657669,0.518117024901052,0.2777777777777778
22,7522,0.4218426992125218,0.5435504157273348,0.4674981465063076,0.0
23,236,0.499602687278769,0.6252193758489925,0.5595588928800747,0.38095238095238093
25,9277,0.5159587551070889,0.6315813717217394,0.5153968885377781,0.5110935916206779
26,34587,0.5546687560170596,0.6533083894968073,0.5430613731774819,0.5740914386383656
27,5215,0.36811907545907147,0.43751352392172627,0.4301399121687769,0.0
28,713,0.6132751022977652,0.71270371895667,0.5790844255146363,0.6372688477951636
29,27377,0.27752146123570054,0.38755165504122513,0.403393573493516,0.0
35,270,0.6851185201595038,0.7514857922014468,0.7162436220922554,0.6716417910447762
39,205,0.41614285714285715,0.49430737378247874,0.4433572377473869,0.0
4,499,0.542756360583753,0.5986900009057099,0.4904194770918724,0.5798319327731093
42,1680,0.5211707223035696,0.5506469931502038,0.5127278307599155,0.5219672131147541
45,303,0.5214379370629371,0.5680212470548469,0.5303038617735276,0.33333333333333337
46,907,0.47645308634761097,0.5611785772972069,0.5186099483879468,0.3470319634703196
47,1498,0.4069447415329769,0.4591323256708931,0.4461631732273359,0.0
49,1155,0.5828115159694107,0.6288940669197203,0.564088889734863,0.6773743016759777
51,5504,0.5982248639491135,0.6795771478841462,0.5606940766072508,0.6284577834026398
52,6716,0.5260913741057067,0.5978421969270856,0.5126428981501784,0.5211199223175271
55,660,0.7560347365322342,0.7640408388188303,0.6912432101476123,0.7476038338658146
59,3527,0.656380440305371,0.7066304858658603,0.6352896467479724,0.5799102519848119
6,5321,0.4387705553555676,0.48488890518626077,0.4670038929668332,0.09040333796940193
60,6,0.5,0.73125,0.7708333333333333,0.6666666666666666
61,801,0.38839942636238933,0.4673091648503584,0.454804558939386,0.11009174311926605
62,1168,0.39041993596284436,0.49079606865813713,0.4451849364090681,0.0
63,11471,0.5143812929756032,0.5634532683013743,0.5071055251948247,0.47727040555725814
64,464,0.4477592520307069,0.5192358830520117,0.4757654267944363,0.5755919854280509
66,651,0.6418322400136114,0.7014382978755958,0.6350828546329638,0.6345811051693405
67,320,0.36401657285803624,0.4882776935963756,0.43825484247943547,0.0
7,3924,0.4428726813438256,0.5098032306819904,0.47949798879178085,0.10805860805860806
75,347,0.5435961410512309,0.5957559565474088,0.5593064605814035,0.35443037974683544
76,729,0.4249924596591766,0.45492078155953053,0.431739573038443,0.0
78,1700,0.38191522345750095,0.5035249847895104,0.4509443679767743,0.0
79,485,0.4752909944864203,0.5507170919468241,0.4722654890220452,0.3448275862068965
8,600,0.6214928769843484,0.6656203602322582,0.5447683693076566,0.6598984771573604
80,1538,0.5615760206157603,0.641753421803702,0.5532616636212515,0.6722488038277512
84,2339,0.47125273262997813,0.5122937739668113,0.5015361451322145,0.11111111111111112
86,231,0.48343079922027293,0.525416670753619,0.4913711901229125,0.4680851063829787
88,815,0.41314011058508915,0.48199774648904636,0.4432376454837087,0.20080321285140562
